"",gene_symbol,GSM2715271,GSM2715272,GSM2715273,GSM2715274,GSM2715275,GSM2715276,GSM2715277,GSM2715278,GSM2715279
ENSG00000011454,GPR21,0.9554,0,0,0,1.0271,0,6.8168,5.9059,5.8834
ENSG00000011465,DCN,49.0123,26.8002,10.0571,10.0679,1.0006,23.0234,1759.0587,8.1629,5.0851
ENSG00000011478,QPCTL,2.04,5.033,2.0021,0,4.0098,0,19.9334,34.8471,28.709
ENSG00000011485,PPP5C,0,0,4.0541,0,5.0419,0.9908,26.6946,12.9277,5.9413
ENSG00000011523,CEP68,0,0,1.9749,0,2.91,1.047,6.8172,5.8985,0.9662
ENSG00000011566,MAP4K3,0,0,0,0,0.9741,1.0229,25.4528,18.5934,10.7566
ENSG00000011590,ZBTB32,0,0,0,0,0,0,0,0,0
ENSG00000011600,TYROBP,7.6399,0,1.0288,1.988,0,3.8617,0,0,0
ENSG00000011638,TMEM159,0,1.0144,1.0682,0,7.9274,0,17.0267,9.0097,20.1929
ENSG00000011677,GABRA3,0,0,0,0,1.9556,0,0,0,0
ENSG00000012048,BRCA1,0,0,3.2343,2.3413,0,0.9648,0,0,2.9874
ENSG00000012061,ERCC1,0,1.8333,0,1.9923,6.0022,1.9377,51.4752,23.762,10.8629
ENSG00000012124,CD22,0,1.3139,0,0,0,0,0,0,0
ENSG00000012171,SEMA3B,0,5.1537,113.8017,0,0.9868,0,3.9898,7.8929,45.9105
ENSG00000012174,MBTPS2,0,0,1.9732,1.015,1.9454,1.0081,21.451,7.8278,3.8736
ENSG00000012211,PRICKLE3,1.0131,0,1.9904,0,7.0029,0,3.0746,8.1239,15.2334
ENSG00000012223,LTF,0,0,0,0,0,0,0,0,0
ENSG00000012232,EXTL3,0,5.2223,0.9845,0,3.8782,2.878,1.9405,0.9761,1.9287
ENSG00000012504,NR1H4,4.0477,1.0049,15.9165,0,0,1.9841,0,8.9242,0.9992
ENSG00000012660,ELOVL5,0,1.0289,13.8513,2.0219,17.734,0,161.0212,17.7439,6.8335
ENSG00000012779,ALOX5,0,0.9833,0.4954,0,0.5323,0,0,1.0663,23.1147
ENSG00000012817,KDM5D,0,0,2.9578,0,0.972,0,6.8431,4.9345,0.9676
ENSG00000012822,CALCOCO1,2.0394,1.6947,22.8204,0.9908,0.984,0,51.2675,2.9766,10.9717
ENSG00000012963,UBR7,0,0.4628,2.1589,0,2.7824,0,3.9616,1.2858,0
ENSG00000012983,MAP4K5,0,0,5.0504,0.9917,5.0108,0.9841,37.6228,4.9363,7.8552
ENSG00000013016,EHD3,0,0,0,0,0.9722,0,3.8983,0.9781,0
ENSG00000013275,PSMC4,0.4811,0.7384,18.4591,1.4932,83.3603,2.8673,48.5386,52.9704,52.2853
ENSG00000013288,MAN2B2,0,1.0438,4.9298,0,0,0,4.8626,0,0
ENSG00000013293,SLC7A14,0,1.0457,1.0305,1.0187,0,0,0,0,0
ENSG00000013297,CLDN11,1.0111,0,0,0,0,0,0,0,0
ENSG00000013306,SLC25A39,1.0015,0.9883,22.909,0.9842,31.8674,1.9362,66.9298,18.8907,16.9467
ENSG00000013364,MVP,1.0268,2.9467,74.2215,1.1771,0.9791,0,18.6415,19.6959,73.4922
ENSG00000013374,NUB1,2.0139,4.6449,8.4912,0,0.9933,1.649,11.049,3.9678,1.9851
ENSG00000013375,PGM3,1.9989,1.0412,14.879,4.0596,7.8666,0.9644,112.9014,31.638,19.5668
ENSG00000013392,RWDD2A,0,0,8.8872,0,0.9748,0,16.6096,3.9197,0.9709
ENSG00000013441,CLK1,0.9834,0.9907,25.0095,0.9873,0,0,43.9594,18.8583,33.7311
ENSG00000013503,POLR3B,0,0,0,0,0.9735,0,4.8793,1.9582,0.9694
ENSG00000013523,ANGEL1,0,2.3291,2.0143,1.1307,0.9711,0,6.8604,14.6604,1.0016
ENSG00000013561,RNF14,0,2.3815,2.9675,1.1324,2.064,1.0185,22.7154,15.0295,5.86
ENSG00000013563,DNASE1L1,0,0,0,0,0.9862,0,7.8764,1.9947,1.9951
ENSG00000013573,DDX11,0,0,0.9879,1.0066,0.9759,0,1.9561,6.0473,3.9932
ENSG00000013583,HEBP1,1.9642,0,23.0656,0,0,0.9888,31.3985,6.0344,14.2295
ENSG00000013588,GPRC5A,2.6101,1.1938,371.929,2.0353,0,3.2752,21.6411,40.4478,203.1862
ENSG00000013619,MAMLD1,2.0539,1.0319,0,0,0,0,3.8992,0,0
ENSG00000013725,CD6,0,0,0,0,0,0,0.9793,0,0
ENSG00000013810,TACC3,1.0252,0,1.9904,0,5.9527,0,3.9638,3.0422,1.0405
ENSG00000014123,UFL1,0,0,37.4991,0,5.8713,0,63.4804,19.5771,20.35
ENSG00000014138,POLA2,0.9542,0,0,1.0137,8.1282,0,3.0153,1.9795,1.042
ENSG00000014164,ZC3H3,0,0,0,0,2.9302,2.0409,1.7214,2.9439,1.7056
ENSG00000014216,CAPN1,0,3.0557,21.7707,0,15.6998,0,26.6312,11.7901,24.372
ENSG00000014257,ACPP,0,0,19.8802,0,1.0087,0,35.6633,0,0
ENSG00000014641,MDH1,8.7851,3.7689,80.9241,1.9923,45.8675,0.9679,173.8023,86.8295,60.9147
ENSG00000014824,SLC30A9,2.0819,4.1671,9.8786,0,5.8866,2.0257,63.6359,16.6044,25.8453
ENSG00000014914,MTMR11,0,1.0234,12.9417,0,0,0,5.0191,3.9389,10.8467
ENSG00000014919,COX15,1.0207,1.0238,6.9607,0,1.9667,0,35.3952,10.8359,13.7068
ENSG00000015133,CCDC88C,0,0,0,0,0,0,0,0.9819,0
ENSG00000015153,YAF2,0,0,3.5826,0,0,0,3.019,0,0.9669
ENSG00000015171,ZMYND11,2.0678,1.0355,0,0,0,0.9669,23.4133,1.9862,0.9772
ENSG00000015285,WAS,0,0,0,0,1.027,0,0,0,0
ENSG00000015413,DPEP1,0,0,118.5716,0,2.007,0,1.0133,0,0
ENSG00000015475,BID,4.9216,0.9426,0.9921,1.0079,7.044,0,18.0331,12.0736,17.9055
ENSG00000015479,MATR3,0.9553,1.9563,20.807,1.002,13.579,4.0316,48.916,32.2377,13.9429
ENSG00000015520,NPC1L1,0,0,31.5572,0,0,0,0,9.792,7.7845
ENSG00000015532,XYLT2,1.0178,0.7064,2.7573,0,0.0436,0,13.7376,3.9348,2.9248
ENSG00000015568,RGPD5,0.5211,0,3.4574,0,0.9788,1.0281,19.743,0.4051,1.9974
ENSG00000015592,STMN4,0,0,0,0,0,0,0,0,0.9817
ENSG00000015676,NUDCD3,0,1.0343,16.8894,0,3.0112,0,22.721,6.8434,11.6557
ENSG00000016082,ISL1,0,0,0,0,0,0,3.0164,0,0
ENSG00000016391,CHDH,0,2.0874,9.9573,0,2.9602,0,0,17.7927,3.0887
ENSG00000016402,IL20RA,0,1.0329,1.9762,0,0.9763,0,0,4.9783,5.8355
ENSG00000016490,CLCA1,0,0,0,0,0,0,0,0,0
ENSG00000016602,CLCA4,0,0,28.6644,0,0,0,0,0,0
ENSG00000016864,GLT8D1,0,0,0.9959,0,1.0322,0,83.7802,18.0037,8.032
ENSG00000017260,ATP2C1,0,0,10.973,1.0154,5.8794,0,32.4423,6.8568,10.0667
ENSG00000017427,IGF1,1.5059,0.9399,0,0,0,5.8888,0,0,1.0038
ENSG00000017483,SLC38A5,0,0,0,0,1.0321,0,0,0,0
ENSG00000017797,RALBP1,2.0006,2.9745,4.9477,0,1.032,0,18.9353,1.9577,5.9178
ENSG00000018189,RUFY3,1.0354,2.0324,0,0,0,1.9854,0,4.905,1.0366
ENSG00000018236,CNTN1,0,0.9525,0,0,0,0,0,0,0
ENSG00000018280,SLC11A1,1.0401,0,0.9873,1.0092,0,0,0,0.9854,0
ENSG00000018408,WWTR1,1.0382,3.1179,4.6983,0,1.9427,0,13.8078,10.8009,19.735
ENSG00000018510,AGPS,1.0172,1.0208,6.9146,0,4.0043,1.012,23.4085,10.8485,9.7385
ENSG00000018610,CXorf56,0,1.5275,2.9869,0.9894,2.9495,1.9185,5.7251,2.9572,2.983
ENSG00000018625,ATP1A2,0,0,0,0,0,0,0,0.9785,0
ENSG00000018699,TTC27,0,0,1.9785,0,0,0,8.8299,6.9474,2.9694
ENSG00000018869,ZNF582,0,0,0,0,0,0,0,0,0
ENSG00000019102,VSIG2,0,0,29.0935,0,0,0,1.0143,3.0203,4.068
ENSG00000019144,PHLDB1,0,2.0633,0,0.9962,1.9509,2.024,27.2387,0.9773,3.0004
ENSG00000019169,MARCO,2.0214,0.9338,0,1.0045,0,0.9644,0,0,0
ENSG00000019186,CYP24A1,0,0,0,0,0,0,0,0,0.9733
ENSG00000019485,PRDM11,0,0,0,1.0188,0,0,5.8972,0,0
ENSG00000019505,SYT13,0,0,0,0,0.9931,0,1.989,6.9613,11.6551
ENSG00000019549,SNAI2,3.0493,3.0601,1.9845,0,0.9864,0,223.3043,12.8432,11.8133
ENSG00000019582,CD74,15.8088,1.9742,4.0374,4.9559,0,1.0058,4.005,1.1077,0
ENSG00000019991,HGF,0,0,0,0,0,0,4.1824,0,0
ENSG00000019995,ZRANB1,1.0399,0,1.304,0,0.9702,0,19.1977,6.0257,2.3935
ENSG00000020129,NCDN,0,1.0345,0,0,1.9905,0,15.6517,1.9889,2.9429
ENSG00000020181,ADGRA2,0,0,0,0,0,0,1.3411,0,0
ENSG00000020256,ZFP64,0,1.1065,0,0,0,1.0183,6.8609,5.9549,21.2642
ENSG00000020426,MNAT1,0.9527,0.9379,2.0096,0,1.0318,1.9514,27.0229,6.0507,4.0161
ENSG00000020577,SAMD4A,2.0832,3.02,0.9876,0,0,0,0.9716,2.9274,1.0057
ENSG00000020633,RUNX3,0,0,0,0,0,0,0,0,0.9704
ENSG00000020922,MRE11,0,3.1765,0,0,1.9434,0,5.9036,9.8256,2.0253
ENSG00000021300,PLEKHB1,0,3.0582,0.9928,0,0,0,0,15.8204,2.9574
ENSG00000021355,SERPINB1,3.0724,0,57.8087,2.0201,1.0304,2.0331,17.7793,31.6074,71.7591
ENSG00000021461,CYP3A43,0,0,0,0,0,0,0,0,0
ENSG00000021488,SLC7A9,2.0049,0,19.9184,0,0,0,1.0328,1.0125,0
ENSG00000021574,SPAST,0,0,0,0,0,0,2.9208,0,0.9667
ENSG00000021645,NRXN3,0,0,0,0,0,1.1732,2.9377,3.9202,0
ENSG00000021762,OSBPL5,0,1.022,0,0,0,0,5.9661,0,1.0396
ENSG00000021776,AQR,1.0399,1.0454,1.9711,0,2.9105,1.03,16.7979,3.8975,1.931
ENSG00000021826,CPS1,8.2908,0,15.7759,0,0,0,6.9665,0,0.9653
ENSG00000021852,C8B,5.0712,1.019,0,0,0,0,0,0,0
ENSG00000022267,FHL1,5.1095,3.9279,0,7.0407,1.0323,4.9246,87.2499,2.9762,2.0749
ENSG00000022277,RTFDC1,0,1.0077,13.9356,2.0023,4.9826,1.0024,48.9304,13.9185,16.8953
ENSG00000022355,GABRA1,0,0,0,0,0,0,0,0,0
ENSG00000022556,NLRP2,0,0,0,0,0,0,0,0,0
ENSG00000022567,SLC45A4,0,1.9235,0,0,0,0,0,2.9893,0
ENSG00000022840,RNF10,0,3.3636,9.0574,0.9999,11.9141,0,42.7697,21.298,13.7068
ENSG00000022976,ZNF839,0,0,3.9617,1.0111,1.0306,0,5.8458,0,0
ENSG00000023041,ZDHHC6,2.0354,2.0424,10.9535,0,3.9573,1.0123,33.6081,25.661,20.7754
ENSG00000023171,GRAMD1B,1.0411,0,0,0,0,0,0,0.9797,0
ENSG00000023191,RNH1,0.9589,0,6.9758,0.4949,3.5125,0.4843,46.6616,11.4074,10.8916
ENSG00000023228,NDUFS1,2.0186,0.5099,10.4019,0.5033,7.8445,0.5307,20.3742,10.8608,7.3431
ENSG00000023287,RB1CC1,3.125,0,15.7881,1.0172,2.9604,3.0835,22.3464,9.8474,3.8566
ENSG00000023318,ERP44,3.113,1.0388,46.3502,0,6.8018,3.0758,152.9353,40.0898,30.9524
ENSG00000023330,ALAS1,3.9905,1.0205,17.0027,0,5.9096,1.0118,25.6542,30.7155,14.7412
ENSG00000023445,BIRC3,0,2.7734,76.1257,1.016,0,0,2.9204,3.9093,2.8995
ENSG00000023516,AKAP11,0,1.0456,0,0,0.9667,0,9.6934,2.9229,1.9228
ENSG00000023572,GLRX2,0,0.9495,3.0701,0,0,0,3.1352,1.0292,0
ENSG00000023608,SNAPC1,0,0,0,0,0,0,14.1024,2.4181,0.9777
ENSG00000023697,DERA,0.9487,0.9505,32.9703,0,4.1257,0,17.3575,11.0944,12.0004
ENSG00000023734,STRAP,0.9486,0.9439,19.9288,0.9856,18.8741,1.998,81.401,16.0284,17.8633
ENSG00000023839,ABCC2,2.0088,2.08,57.3661,0,0,0,1.9888,23.543,17.5245
ENSG00000023892,DEF6,0,0,1.9829,0,0,0,2.9584,7.8924,11.7848
ENSG00000023902,PLEKHO1,0,0,0,0,1.9741,1.0073,3.9757,0,0
ENSG00000023909,GCLM,0,0,11.927,0,1.9564,2.0381,3.9516,1.9646,2.9246
ENSG00000024048,UBR2,0,0,7.8767,1.009,3.8716,1.0149,7.7641,8.7765,4.8142
ENSG00000024422,EHD2,0,0,0.9877,0,0,0,49.8586,9.8102,11.73
ENSG00000024526,DEPDC1,0,0,0,0,5.8641,0,5.8852,2.9391,2.9039
ENSG00000024862,CCDC28A,2.9599,0.9935,4.9878,0,2.0177,0,7.0658,5.0164,1.0109
ENSG00000025039,RRAGD,0,0,0.9861,0,1.0292,0,5.8455,0.9792,0
ENSG00000025156,HSF2,0,2.0523,0,0,1.9614,0,24.5749,8.8597,2.9739
ENSG00000025293,PHF20,1.0048,0.9324,0,0,8.8885,0,23.097,6.0447,6.9289
ENSG00000025423,HSD17B6,8.0025,1.0057,0,0,0,1.0009,2.998,1.9921,0
ENSG00000025434,NR1H3,0.9999,0,7.1127,0,0,0.964,5.1632,5.0735,2.9963
ENSG00000025708,TYMP,3.025,0,8.9723,0,0,4.9934,4.0072,1.9885,0.9951
ENSG00000025770,NCAPH2,0,2.0001,3.9715,0.986,4.0448,0.9626,12.8966,0.9989,2.9628
ENSG00000025772,TOMM34,1.0157,0,9.9248,0,6.9082,0,17.7941,37.5549,12.8055
ENSG00000025796,SEC63,0.9518,3.0338,10.9939,0,4.8463,1.0105,89.189,33.2371,15.8101
ENSG00000025800,KPNA6,1.1146,0,4.0105,0,3.0182,0,11.6505,4.9057,0.9633
ENSG00000026025,VIM,8.0915,13.9111,5.0472,4.0191,1.9799,8.0659,210.2811,130.7547,52.2504
ENSG00000026036,RTEL1,0,0,0,0,0,0,0,0,0.0869
ENSG00000026103,FAS,0,0,0,0,0,0,16.8781,4.9407,2.0047
ENSG00000026297,RNASET2,1.9884,0,33.0815,0,25.34,1.9726,8.0301,44.0647,52.4693
ENSG00000026508,CD44,1.9304,3.0991,3.0015,0,0,0.9678,46.7718,94.9018,136.1036
ENSG00000026559,KCNG1,0,0,0,0,1.9699,0,0,0.987,0
ENSG00000026652,AGPAT4,0,1.0437,0,0,1.0303,0,2.9693,0,0
ENSG00000026751,SLAMF7,0,0,0,0,0,0.1571,0,0,0
ENSG00000026950,BTN3A1,0,0,0,0,0,0,7.1163,0,0
ENSG00000027001,MIPEP,0,0,0.9908,0,2.9507,0,1.9695,5.9266,13.7447
ENSG00000027075,PRKCH,0,2.75,0,1.0106,0,0,5.9056,1.967,0
ENSG00000027644,INSRR,0,0,0,0,0,0,0,0,0
ENSG00000027697,IFNGR1,5.0858,2.0006,143.8478,1.9997,4.9292,0,76.0426,33.6699,30.5936
ENSG00000027847,B4GALT7,0,0,4.9735,0,0,0,20.8499,4.9601,1.9801
ENSG00000027869,SH2D2A,0,1.0086,0,0,0.9958,0,0,0,0
ENSG00000028116,VRK2,3.9801,0,0,0,1.9792,0,11.4019,9.3001,8.4748
ENSG00000028137,TNFRSF1B,0,0,0.9973,0,0,1.0217,15.6923,0,2.9147
ENSG00000028203,VEZT,0.957,4.1212,6.1056,0.9935,5.9064,0,23.5807,16.7001,11.7042
ENSG00000028277,POU2F2,0,0,0,0,0,0,0,0,0
ENSG00000028310,BRD9,1.9937,0,7.9618,0,0.9891,0,6.9649,2.9982,0.9841
ENSG00000028528,SNX1,5.0981,1.0442,8.9374,0,4.0071,0,26.7576,7.3951,1.9773
ENSG00000028839,TBPL1,0,0,0,0.9875,5.0991,0,12.2057,5.036,0
ENSG00000029153,ARNTL2,0,0,1.041,0,0.9929,0,0,0.9924,0.9921
ENSG00000029363,BCLAF1,3.065,6.2408,12.8751,2.0293,5.9019,0.964,112.6045,21.7152,26.3498
ENSG00000029364,SLC39A9,0,3.1192,5.9798,0,1.984,0,21.5168,7.8275,3.9251
ENSG00000029534,ANK1,0,0.9667,0,0.9937,0.9745,0,0,0,0
ENSG00000029559,IBSP,0,0,0,0,0,0,0,0,0
ENSG00000029639,TFB1M,0,0.9343,3.9931,0,4.0044,0,2.029,6.9861,1.0324
ENSG00000029725,RABEP1,1.0225,1.0401,4.9358,0,6.7951,1.0262,38.3028,3.9398,4.8967
ENSG00000029993,HMGB3,0,0,0,1.0133,23.7571,0,0.9777,2.9818,3.917
ENSG00000030066,NUP160,0,0,0.9869,0,2.9121,0.9629,18.6717,14.6877,6.8741
ENSG00000030110,BAK1,0,0,0,0,0.9859,0,3.9506,0.9876,0
ENSG00000030304,MUSK,0,0,0,0,0,0,0,0,0
ENSG00000030419,IKZF2,0,0,0,0,0,0,0,0.9745,0
ENSG00000030582,GRN,2.8462,2.8381,285.6958,0.9859,6.056,0,321.4277,120.2846,93.2058
ENSG00000031003,FAM13B,0,0,0.9857,0,0,0,2.9395,1.9639,2.9228
ENSG00000031081,ARHGAP31,0,2.0903,0,0,1.934,0,5.8177,0,0.9618
ENSG00000031691,CENPQ,0,0,2.9845,1.0033,0.9926,0,17.892,2.9767,3.9671
ENSG00000031698,SARS,9.0994,5.0763,47.7055,2.9986,28.7176,1.9355,125.0232,123.8352,79.2493
ENSG00000031823,RANBP3,0,0,1.977,0,0,0,1.9628,0.9816,0
ENSG00000032219,ARID4A,0.9651,1.9846,13.8351,0,1.9475,2.0505,19.7872,13.7759,7.7983
ENSG00000032389,TSSC1,1.9815,0,8.9581,0,5.9587,0,4.9667,3.9729,6.9367
ENSG00000032444,PNPLA6,0,0,0.9869,0,0.9733,0,1.048,0,0.9691
ENSG00000032742,IFT88,1.0238,1.0291,8.8983,0,0,0,0.9831,4.9099,3.904
ENSG00000033011,ALG1,0,1.0022,12.3186,0,2.0121,0,26.7627,11.8516,2.0039
ENSG00000033030,ZCCHC8,1.0516,0,0.9856,0,0.9907,0,11.8256,5.9024,9.7974
ENSG00000033050,ABCF2,0,1.1814,4.9494,0,2.9266,0,16.6874,2.9598,1.9907
ENSG00000033100,CHPF2,0,0,9.8799,0,0,0,19.5254,4.8969,0.9772
ENSG00000033122,LRRC7,0,0,0,2.0284,0,0,0,0,0
ENSG00000033170,FUT8,3.022,3.9895,3.1027,1.1237,0,2.8397,8.9196,9.8423,5.889
ENSG00000033178,UBA6,0,1.5704,0,0,0.9669,1.0045,7.9971,5.8749,6.856
ENSG00000033327,GAB2,0,0,0,0,0,0,0,0,0
ENSG00000033627,ATP6V0A1,0,0,10.9152,0,2.9707,0,29.3527,8.9866,5.9174
ENSG00000033800,PIAS1,0,1.0297,35.3869,1.0114,11.7676,1.0186,85.4574,22.6943,27.4711
ENSG00000033867,SLC4A7,2.0052,0,0,0,0.977,0,0.9718,1.9898,0.9964
ENSG00000034053,APBA2,0,0.5087,0,0,0.312,0,0,0.5144,0
ENSG00000034152,MAP2K3,0.987,2.8111,10.9194,0,0.9873,0,17.0228,6.9281,7.9555
ENSG00000034239,EFCAB1,0,0,0,0,0.9841,0,0,2.0061,0
ENSG00000034510,TMSB10,29.196,20.383,86.5132,24.9309,121.6873,17.3115,427.8628,392.1836,675.4271
ENSG00000034533,ASTE1,0,0,0,0,0,0,0,1.9697,0.9792
ENSG00000034677,RNF19A,0,2.0744,9.0523,0,0,1.928,4.9627,6.9559,3.8748
ENSG00000034693,PEX3,3.0301,0,19.9051,0,3.9531,0,6.9966,9.9596,14.8538
ENSG00000034713,GABARAPL2,3.8648,1.8702,54.422,0.9837,18.4505,0.9673,172.1537,39.553,39.1434
ENSG00000034971,MYOC,0,0,0,0,0,0,0,0,0
ENSG00000035115,SH3YL1,0,0,5.0191,0,1.9739,0,16.9838,30.868,10.9443
ENSG00000035141,FAM136A,2.0199,2.0156,7.0072,0.9944,14.8658,0.9744,28.7379,25.7698,11.8792
ENSG00000035403,VCL,0,0,9.8635,0,15.6144,0.9687,26.2584,17.6355,9.6591
ENSG00000035499,DEPDC1B,0,1.0077,5.9502,0,7.8696,1.0024,0.9978,3.9395,1.9929
ENSG00000035664,DAPK2,0,3.4117,3.1433,0,0,0,4.939,0,0
ENSG00000035681,NSMAF,0,0,3.951,1.0021,2.9289,0,12.9599,3.015,5.8299
ENSG00000035687,ADSS,1.0259,0,5.9371,2.0215,2.9391,2.0026,4.9555,4.9167,0
ENSG00000035720,STAP1,0.9801,0,0,0,0,0,0,0,0
ENSG00000035862,TIMP2,1.0306,0,4.1809,0,0,0,7.8289,2.075,0.9728
ENSG00000035928,RFC1,1.9047,3.9965,2.0061,0,3.0163,0,32.8821,21.9353,10.8931
ENSG00000036054,TBC1D23,0.9561,0,15.8016,0,6.8825,0.9647,44.0642,11.85,3.885
ENSG00000036257,CUL3,0.9998,0.9331,2.0138,0,0,0.9673,13.8425,8.8919,6.0815
ENSG00000036448,MYOM2,0,0.4716,0,0,0,0,0.513,0,0
ENSG00000036473,OTC,6.9561,1.0082,0,0,0,0,0,2.9917,2.9878
ENSG00000036530,CYP46A1,1.0417,0,0.9851,0,0,2.0557,5.8295,0.9944,1.9283
ENSG00000036549,ZZZ3,0,0.948,3.9465,1.0151,4.9026,2.0481,16.0055,14.8547,10.7907
ENSG00000036565,SLC18A1,0,0,0,0,0,0,0,0,0
ENSG00000036672,USP2,0,0,0,0,0,0,0,1.9853,0.9756
ENSG00000036828,CASR,0,0,0,0,0,0,0,0,0
ENSG00000037042,TUBG2,0,1.0131,1.9892,0,2.0606,2.0128,23.6149,0.9918,0
ENSG00000037241,RPL26L1,0,0,2.0491,0,0,0,35.5098,8.2258,8.3327
ENSG00000037280,FLT4,0,0,0,0,0,0,0,0,0
ENSG00000037474,NSUN2,0,1.3421,6.9343,1.3222,1.9618,0,9.7921,7.8497,5.8765
ENSG00000037637,FBXO42,0.9634,1.0417,10.8379,0,0.9695,0,10.6924,20.5336,8.7859
ENSG00000037749,MFAP3,0,0,0,0,0,0,12.753,8.9415,1.0143
ENSG00000037757,MRI1,0,4.28,3.0221,0,1.9956,0,16.805,3.6433,2.0154
ENSG00000037897,METTL1,0,0,2.0571,0,3.0579,0,2.0916,9.9786,3.0839
ENSG00000037965,HOXC8,0,0,0,0,0,0,3.9645,0,0
ENSG00000038002,AGA,0,1.0202,15.942,0,0.9863,0,12.9728,2.9941,5.9555
ENSG00000038210,PI4K2B,1.0319,0,4.4762,0,0.9756,0,2.9321,0.9805,2.9052
ENSG00000038219,BOD1L1,4.1438,0.9913,3.9377,1.0149,1.9457,3.0511,49.6889,6.8205,4.843
ENSG00000038274,MAT2B,5.0825,0.9492,18.8443,0,20.6942,6.0401,41.4968,10.8554,1.9687
ENSG00000038295,TLL1,0,0,0.994,0,0,0,0,0,0
ENSG00000038358,EDC4,0,0,1.9744,0,3.0687,0,10.7602,0,3.9248
ENSG00000038382,TRIO,0,0,5.9683,1.0157,0,0.9641,9.7548,4.902,2.9244
ENSG00000038427,VCAN,6.2098,0,1.9693,1.0175,5.8085,2.0567,107.862,28.5002,10.7138
ENSG00000038532,CLEC16A,0,3.1109,1.9762,0,0,0,2.9542,4.9347,0
ENSG00000038945,MSR1,1.0264,0,0,0,0,0.9668,0,0,0
ENSG00000039068,CDH1,0,0,58.1967,1.0066,18.4692,0.9663,5.5081,59.6434,37.8618
ENSG00000039123,SKIV2L2,0,0,8.0295,0,3.1088,0,23.3144,14.7166,10.0982
ENSG00000039139,DNAH5,0,0,0,1.0067,0,0,0,2.9643,3.9104
ENSG00000039319,ZFYVE16,0.9485,3.1713,2.9553,1.138,1.9379,2.239,23.541,7.8507,2.9685
ENSG00000039523,RIPOR1,0,0,3.0059,0,1.0316,0,9.9122,2.9519,0.8396
ENSG00000039537,C6,0.9578,0,0,0,0,0,0.9778,2.991,0
ENSG00000039560,RAI14,4.1346,1.0298,4.93,1.0114,6.8159,1.0187,16.5624,6.9178,1.009
ENSG00000039600,SOX30,0,0,0,0,0,0,0,0,0
ENSG00000039650,PNKP,0,0,4.0721,0,4.988,0,3.1242,4.9882,2.0183
ENSG00000039987,BEST2,0,0,1.9857,0,0,0,0,0,0
ENSG00000040199,PHLPP2,0,0,1.351,0,0.9676,0,0,0,1.9441
ENSG00000040275,SPDL1,0,0.9674,3.0121,0,3.9221,0.9749,15.912,3.9356,0
ENSG00000040341,STAU2,0.9491,0,5.9406,0,5.1385,1.0124,8.006,10.0208,5.1637
ENSG00000040487,PQLC2,0,0,5.9654,0,1.001,0,8.9804,9.9121,2.0011
ENSG00000040531,CTNS,0,0,0,0,0,0,10.7927,0.9851,0
ENSG00000040608,RTN4R,0,0,2.9911,0,3.9668,0,0,1.9748,0.9907
ENSG00000040633,PHF23,2.0221,0,2.9865,0,4.0098,0,8.0381,3.9908,0.9937
ENSG00000040731,CDH10,0,0,0,0,0,0,0,0.9931,0
ENSG00000040933,INPP4A,0,0,0,0,0.9787,0,0,0.9826,1.9316
ENSG00000041353,RAB27B,0,0,0,0,0,0,2.9822,0,4.0001
ENSG00000041357,PSMA4,6.8296,10.8534,25.283,0.9841,42.0281,0.9799,121.7228,50.6551,35.1379
ENSG00000041515,MYO16,0,0.5213,0,0.5086,0,0,0,0,0
ENSG00000041802,LSG1,2.0642,1.0339,0,0,1.0146,1.0217,9.157,7.0676,2.0118
ENSG00000041880,PARP3,0,0,0,0,0,0,1.0284,0,0
ENSG00000041982,TNC,0,0,0,0,0.9715,0,1.9479,0,0.964
ENSG00000041988,THAP3,0,0,2.9974,1.9946,2.0425,1.0109,13.0532,6.0019,8.2847
ENSG00000042062,RIPOR3,0.9533,2.0554,0,0,0.9803,0,4.8996,0,0
ENSG00000042088,TDP1,1.0121,0.9657,3.9501,0,8.047,0,10.8641,4.9241,6.9282
ENSG00000042286,AIFM2,0,2.0527,0,0,0,0,2.9498,1.9878,2.9461
ENSG00000042304,C2orf83,0,0,1.0055,0,0,0,0,0,0
ENSG00000042317,SPATA7,0,0.478,0,1.0088,0.9896,0,7.9372,8.9087,1.0403
ENSG00000042429,MED17,0,3.0184,7.9106,0,2.0614,1.016,21.9801,12.9896,4.957
ENSG00000042445,RETSAT,0,0,0,1.0085,0,0,0,2.9458,1.1018
ENSG00000042493,CAPG,0,0.9622,9.0655,0,24.3148,0.9899,33.452,47.3293,78.1736
ENSG00000042753,AP2S1,0.9829,0,8.0846,0,3.086,0,40.478,13.2314,8.2649
ENSG00000042781,USH2A,0,0,0,0,0,0,0,0,0
ENSG00000042813,ZPBP,0,0,0,0,0,0,0,0,0
ENSG00000042832,TG,0,0.961,0,0,0,0,0,1.0273,0
ENSG00000042980,ADAM28,0,0,0.9923,0.9887,0,0,0,8.8784,4.9941
ENSG00000043039,BARX2,0,0,0,0,0,0,0,0,0
ENSG00000043093,DCUN1D1,7.3044,1.6917,6.9337,0,5.9632,0,20.5143,8.9026,12.6827
ENSG00000043143,JADE2,0,0,0,0,0,0,1.9981,4.9139,0.9644
ENSG00000043355,ZIC2,0,0,0,0,0,0,0,0,0
ENSG00000043462,LCP2,0,0,0,1.0015,0,0,0,0,0
ENSG00000043514,TRIT1,0,0,0.9939,0,2.9634,0,19.8808,11.9162,1.9876
